time,categoryId,title,viewCount,url,channelTitle
2019-04-15T16:49:45.253138,22,Game of Thrones | Season 8 Episode 2 | Preview (HBO),3983127,R6YCfVe4eR0,GameofThrones
2019-04-15T16:49:45.253138,17,Tiger Woods wins The 2019 Masters | SportsCenter,1803902,l8UL23m1qQY,ESPN
2019-04-15T16:49:45.253138,20,Star Wars Jedi: Fallen Order — Official Reveal Trailer,6717130,0GLbwkfhYZk,EA Star Wars
2019-04-15T16:49:45.253138,24,BTS: Mic Drop (Live) - SNL,2958705,jSFIwS2b-kg,Saturday Night Live
2019-04-15T16:49:45.253138,17,"Blue Jackets beat Lightning, go up 3-0 in series",81228,j5Mm_PK1UKw,NHL
2019-04-15T16:49:45.253138,27,Game of Thrones recap for Season 8 – everything you need to know,664168,jMbao3xdiRY,Alt Shift X
2019-04-15T16:49:45.253138,24,Comedian Kojo gets Simon's GOLDEN BUZZER | Auditions | BGT 2019,6523887,b7eror7JG2Y,Britain's Got Talent
2019-04-15T16:49:45.253138,25,The real reason Boeing's new plane crashed twice,1082264,H2tuKiiznsY,Vox
2019-04-15T16:49:45.253138,17,Tiger Woods Winning Interview,614318,-Qj_zt8UOv0,The Masters
2019-04-15T16:49:45.253138,27,The Most Dangerous Stuff in the Universe - Strange Stars Explained,3080928,p_8yK2kmxoo,Kurzgesagt – In a Nutshell
2019-04-15T16:49:45.253138,17,Nazem Kadri Ejected For Cross-Checking Jake DeBrusk After Hit On Patrick Marleau,303488,agDjIXQCBrc,SPORTSNET
2019-04-15T16:49:45.253138,24,Star Wars: The Rise of Skywalker – Teaser,22615386,adzYW5DZoWs,Star Wars
2019-04-15T16:49:45.253138,24,Will It Muffin? Taste Test,718564,9_HJFOxde0s,Good Mythical Morning
2019-04-15T16:49:45.253138,24,"how to create billie eilish's ""bad guy""",2064094,VSPuRXkUWoU,SethEverman
2019-04-15T16:49:45.253138,27,How Humans Broke the Game,1001529,BJzJtm7OfdQ,TierZoo
2019-04-15T16:49:45.253138,20,[NEW SEASONAL MISSION] Storm Rising | Overwatch,309586,-SL8ypfeGPA,PlayOverwatch
2019-04-15T16:49:45.253138,24,Gordon Ramsay Enters A Cooking Challenge | Gordon's Great Escape,1246362,qOkZiVlQHMs,Gordon Ramsay
2019-04-15T16:49:45.253138,24,Season 8 Episode 1 Explained ! | Game of Thrones Season 8 Episode 1,222122,QCMjAAnoCs4,Fire And Blood
2019-04-15T16:49:45.253138,24,Blueface Goes Sneaker Shopping With Complex,671250,yw4DbIWmugw,Complex
2019-04-15T16:49:45.253138,17,The Wildest NBA Facts No One Has Ever Told You,272417,sDnNpL2eF98,JxmyHighroller
2019-04-15T16:49:45.253138,24,Caesar Salad Muffin Taste Test,96077,GePx699Yd7A,Good Mythical MORE
2019-04-15T16:49:45.253138,24,Keanu Reeves Shows Us His Most Prized Motorcycles | Collected | GQ,383746,O4iGNXsqghs,GQ
2019-04-15T16:49:45.253138,22,We Dress According To South Carolina High School Dress Codes • Ladylike,716639,g7itQNVeFB4,Ladylike
2019-04-15T16:49:45.253138,17,Nike - Tiger Woods: Same Dream,656897,Kx9fadoL9oU,Nike
2019-04-15T16:49:45.253138,1,Film Theory: How Game of Thrones SHOULD End! (Game of Thrones Season 8),738030,5jDsPkPjVK4,The Film Theorists
2019-04-15T16:49:45.253138,28,A NEW Level of Gimmick? Gigabyte Aero 15 x9 Review,626911,Jd2GOHfSS5o,Linus Tech Tips
2019-04-15T16:49:45.253138,27,GIANT 10LB Edible Tootsie Roll,467265,UC25Q7GiJG4,The King of Random
2019-04-15T16:49:45.253138,24,"Alejandro Aranda Brings a FRESH TAKE to ""One Dance"" by Drake - American Idol 2019",532203,g1aFibJqZI8,American Idol
2019-04-15T16:49:45.253138,24,"VPeepz Absolutely Smash Their ""&Burn"" Routine - World of Dance 2019 (Full Performance)",522939,AKJ2CUlh2mE,NBC World of Dance
2019-04-15T16:49:45.253138,17,"Magic Never Give  Up, Shock Raptors In Game 1",128631,_Rgw4e_7SOg,BBALLBREAKDOWN
2019-04-15T16:49:45.253138,1,"KAAPPAAN - Official Teaser | Suriya, Mohan Lal, Arya | K V Anand | Harris Jayaraj | Subaskaran",5173574,AsPX_On5bqc,Lyca Productions
2019-04-15T16:49:45.253138,17,2019 Chinese Grand Prix: Race Highlights,1826490,zKfmiAYiC-M,FORMULA 1
2019-04-15T16:49:45.253138,28,Making raspberry perfume,144518,_M_Yhlh2PTo,NileRed
2019-04-15T16:49:45.253138,28,Samsung Galaxy Fold hands-on: more than a concept,358872,-O39FAQapSA,The Verge
2019-04-15T16:49:45.253138,24,"BTS Explains The True Meaning Behind “Boy With Luv”,  Friendship With Shawn Mendes And More",797981,u5jugGl_pu0,Elvis Duran Show
